symbol,primary_exchange_,bbg_prim_exch_symbol,short_name,industry_sector,industry_group,offering_type,pre/post,launch_date,px_date,start_date,"book_build_
days",uop,left_lead,active_book,co-managers,anncd_shares,priced_shares,upsize?,anncd_proceeds,"pre_shoe
_proceeds",type,pe_sellers,pricing,"dilution_
float",dilution_so,volume_avg_3m,deal_size_vs_adv,eqy_float,eqy_sh_out,short_int,dtc,si_percent_equity_float,beta,cur_mkt_cap,curr_entp_val,median_pt,pt_vs_launch_px,px_official_close,px_open,last_price,gap_%,chg_pct_5d,chg_pct_1m,change_from_ap,px_disc_from_launch,px_disc_from_open,trade_date,pricing_day_close,"subscription
_multiple_",mkting_vwap,"pre_open
_volume","pre_open_volume
_%_of_deal",td_open,"td_open_

vs_deal","td_open_vs_
pd_close",open_print_%,td_low_px,"td_low_px_
vs_deal",break,td_close,"td_close

vs_deal","td_close_
vs
pd_close","td_close
_
vs_td_open","td_vwap_
vs_deal","td_volume_
mkt_hours","mkt_hours_volume_
%_of_deal",td_total_volume,"td_volume_as_
%_of_priced_shares"
EVR US Equity,UN Equity,EVR UUN Equity,EVERCORE PARTN-A,Financial,Diversified Finan Serv,Sec,pre,11/2/2015,11/4/2015,11/2/2015,3,Selling SHs,MIZ,EVER,0,5.45,5.45,no change,$300.00 ,$299.75 ,Secondary,No,$55.00 ,17.51%,14.27%,"419,736",12.98,31.12,39.53,"1,598,098",3.81,5.16%,1.32,"$1,959.48 ","$2,046.86 ",$61.00 ,13%,$54.00 ,$53.49 ,,-0.94%,,,,1.85%,2.82%,11/5/2015,$56.20 ,Unknown,$56.21 ,"114,498",2.10%,$58.29 ,5.98%,3.72%,,$56.50 ,2.73%, NO ,$58.50 ,6.36%,4.09%,0.36%,,"2,781,701",51.04%,"3,022,081.00",55.50%
RVNC US Equity,UQ Equity,RVNC UQ Equity,REVANCE THERAPEU,"Consumer, Non-cyclical",Pharmaceuticals,Sec,pre,11/2/2015,11/3/2015,11/2/2015,2,Drug Development,COWN,PJ GUGG,2,3.25,3.25,no change,$117.00 ,$117.00 ,Primary,No,$36.00 ,21.70%,13.23%,"184,715",17.59,14.98,24.31,"1,382,449",7.48,9.23%,1.28,$952.35 ,$813.51 ,$55.00 ,40%,$39.17 ,$36.92 ,,-5.74%,,,,-8.09%,-2.49%,11/4/2015,$37.37 ,Unknown,$37.98 ,"267,610",8.23%,$37.43 ,3.97%,0.16%,,$36.50 ,1.39%, NO ,$36.81 ,2.25%,-1.50%,-1.66%,,"2,543,271",78.25%,"2,722,793.00",83.80%
QTWO US Equity,UN Equity,QTWO UN Equity,Q2 HOLDINGS INC,Communications,Internet,Sec,post,9/23/2015,9/24/2015,9/24/2015,1,Selling SHs,JPM,STIF  ,3,3.8,3.8,no change,$96.87 ,$96.90 ,Both,Yes,$25.50 ,20.02%,10.18%,"268,858",14.13,18.98,37.32,"1,210,097",4.5,6.38%,0.93,"$1,074.54 ",$851.49 ,$32.00 ,11%,$28.79 ,$28.24 ,,-1.91%,,,,-11.43%,-9.70%,9/25/2015,$25.98 ,Unknown,$26.23 ,"190,478",5.01%,$25.40 ,-0.39%,-2.23%,,$23.09 ,-9.45%, YES ,$23.85 ,-6.47%,-8.20%,-6.10%,,"2,750,118",72.37%,"2,785,147.00",73.30%
STKL US Equity,UW Equity,STKL UW Equity,SUNOPTA INC,"Consumer, Non-cyclical",Food,Sec + Notes,pre,9/15/2015,9/24/2015,9/15/2015,10,Acq,BMO,CITI RABO,8,16.67,16.67,no change,$100.00 ,$100.02 ,Primary,No,$6.00 ,25.46%,25.30%,"573,349",29.07,65.47,67.83,"1,636,867",2.85,2.50%,0.99,$524.32 ,$586.88 ,$12.50 ,62%,$7.73 ,$7.60 ,,-1.68%,,,,-22.38%,-21.05%,9/25/2015,$6.23 ,Unknown,$6.92 ,"1,250,155",7.50%,$5.90 ,-1.67%,-5.30%,,$5.42 ,-9.67%, YES ,$5.49 ,-8.50%,-11.88%,-6.95%,,"10,300,702",61.79%,"10,977,598.00",65.90%
ITCI US Equity,UW Equity,ITCI UW Equity,INTRA-CELLULAR T,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,9/21/2015,9/22/2015,9/22/2015,1,Drug Development,LEER,COWN RBC GUGG,2,6.9,6.9,no change,$300.00 ,$300.15 ,Primary,No,$43.50 ,34.18%,19.68%,"560,773",12.3,20.19,41.96,"2,592,876",4.62,12.85%,1.32,"$1,782.61 ","$1,681.94 ",$63.00 ,24%,$50.85 ,$48.02 ,,-5.57%,,,,-14.45%,-9.41%,9/23/2015,$44.95 ,Unknown,$47.19 ,"635,067",9.20%,$45.98 ,5.70%,2.29%,,$45.16 ,3.82%, NO ,$47.86 ,10.02%,6.47%,4.09%,,"6,516,026",94.44%,"6,519,186.00",94.50%
SIEN US Equity,UW Equity,SIEN UW Equity,SIENTRA INC,"Consumer, Non-cyclical",Healthcare-Products,Sec,post,9/14/2015,9/17/2015,9/15/2015,3,Drug Development,PJ,STIF,2,3.5,3,downsized,$86.25 ,$66.00 ,Primary,No,$22.00 ,40.99%,23.35%,"124,229",28.17,8.54,14.99,"199,784",1.61,3.25%,1.14,$349.65 ,$276.40 ,$28.00 ,20%,$23.33 ,$23.00 ,,-1.41%,,,,-5.70%,-4.35%,9/18/2015,$23.20 ,Unknown,$23.47 ,"56,808",1.89%,$21.00 ,-4.55%,-9.48%,,$20.00 ,-9.09%, YES ,$20.19 ,-8.23%,-12.97%,-3.86%,,"1,417,370",47.25%,"1,418,027.00",47.30%
TSLA US Equity,UW Equity,TSLA UW Equity,TESLA INC,"Consumer, Cyclical",Auto Manufacturers,Sec,pre,8/13/2015,8/13/2015,8/13/2015,1,GCP ,GS,MS JPM DB,2,2.1,2.69,upsized,$508.20 ,$650.98 ,Primary,No,$242.00 ,2.22%,1.62%,"5,552,396",0.38,94.47,127.14,"23,784,845",4.28,25.38%,1.42,"$30,281.44 ","$32,370.46 ",$62.00 ,-74%,$238.17 ,$239.86 ,,0.71%,,,,1.61%,0.89%,8/14/2015,$242.51 ,Unknown,$242.63 ,"301,119",11.19%,$247.24 ,2.17%,1.95%,,$241.77 ,-0.10%, YES ,$243.15 ,0.48%,0.26%,-1.65%,,"4,296,040",159.70%,"4,364,810.00",162.30%
ITEK US Equity,#N/A Real Time Equity,ITEK #N/A Real Time Equity,INOTEK PHARMACEU,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,8/10/2015,8/12/2015,8/11/2015,2,Drug Development,COWN,PJ NOM,0,4.5,5.4,upsized,$57.38 ,$68.85 ,Primary,No,$12.75 ,57.52%,22.28%,"833,937",5.4,7.82,20.2,"665,324",0.8,16.83%,#N/A N/A,$266.82 ,$241.15 ,$30.00 ,127%,$13.21 ,$12.78 ,,-3.26%,,,,-3.48%,-0.23%,8/13/2015,$13.50 ,Unknown,#N/A N/A,"428,721",7.94%,$14.24 ,11.69%,5.48%,,$13.70 ,7.45%, NO ,$14.27 ,11.92%,5.70%,0.21%,,"4,223,330",78.21%,"4,223,330.00",78.20%
CORI US Equity,#N/A Real Time Equity,CORI #N/A Real Time Equity,CORIUM INTERNATI,"Consumer, Non-cyclical",Biotechnology,Sec,post,8/3/2015,8/5/2015,8/4/2015,2,Drug Development,JEFF,LEER ,2,4,4,no change,$52.00 ,$52.00 ,Primary,No,$13.00 ,52.58%,22.03%,"159,835",25.03,7.61,18.16,"291,491",1.82,3.83%,0.31,$292.36 ,$263.05 ,$18.00 ,12%,$16.10 ,$15.40 ,,-4.35%,,,,-19.25%,-15.58%,8/6/2015,$13.33 ,Unknown,$14.54 ,"144,080",3.60%,$12.72 ,-2.15%,-4.58%,,$12.00 ,-7.69%, YES ,$12.10 ,-6.92%,-9.23%,-4.87%,,"1,344,193",33.60%,"1,347,698.00",33.70%
DERM US Equity,#N/A Real Time Equity,DERM #N/A Real Time Equity,DERMIRA,"Consumer, Non-cyclical",Biotechnology,Sec,post,8/4/2015,8/5/2015,8/5/2015,1,Drug Development,LEER,COWN GUGG,1,3.75,4.5,upsized,$97.75 ,$96.75 ,Primary,No,$21.50 ,36.10%,15.20%,"305,735",12.27,10.39,24.67,"339,010",1.11,3.26%,0.57,$554.11 ,$426.27 ,$22.50 ,0%,$22.46 ,$22.03 ,,-1.91%,,,,-4.27%,-2.41%,8/6/2015,$22.08 ,Unknown,$21.84 ,"138,818",3.08%,$23.01 ,7.02%,4.21%,,$22.98 ,6.88%, NO ,$24.43 ,13.63%,10.64%,6.17%,,"1,903,272",42.29%,"1,903,628.00",42.30%
FFWM US Equity,UQ Equity,FFWM UQ Equity,FIRST FOUNDATION,Financial,Banks,Sec,post,8/3/2015,8/5/2015,8/4/2015,2,,SAND,RJ DADA,0,12.46,12.46,no change,$120.00 ,$119.93 ,Primary,No,$9.63 ,98.26%,70.91%,"68,693",181.39,12.68,17.57,"7,286",0.11,0.06%,0.02,$188.27 , #N/A N/A ,$12.00 ,12%,$10.72 ,$10.60 ,,-1.12%,,,,-10.17%,-9.16%,8/6/2015,$10.25 ,Unknown,$10.32 ,184,0.00%,$10.60 ,10.13%,3.41%,,$10.34 ,7.47%, NO ,$11.00 ,14.29%,7.32%,3.77%,,"968,578",7.77%,"968,578.00",7.80%
IART US Equity,UW Equity,IART UW Equity,INTEGRA LIFESCIE,"Consumer, Non-cyclical",Healthcare-Products,Sec,post,8/3/2015,8/4/2015,8/4/2015,1,Drug Development,JPM,WFC RBC,8,6.6,6.6,no change,$200.00 ,$201.30 ,Primary,No,$30.50 ,12.81%,9.95%,"661,095",9.98,51.52,66.33,"2,834,736",4.29,5.50%,0.8,"$2,125.11 ","$2,580.30 ",$33.63 ,5%,$32.04 ,$31.70 ,,-1.08%,,,,-4.81%,-3.77%,8/5/2015,$31.02 ,Unknown,$31.35 ,"669,460",10.14%,$30.84 ,1.10%,-0.60%,,$30.62 ,0.39%, NO ,$31.11 ,1.98%,0.27%,0.88%,,"5,641,704",85.48%,"5,737,530.00",86.90%
AMAG US Equity,UW Equity,AMAG UW Equity,AMAG PHARMACEUTI,"Consumer, Non-cyclical",Biotechnology,Sec,post,7/29/2015,7/30/2015,7/30/2015,1,Drug Development,JEFF,BARC,3,3.15,3.15,no change,$200.00 ,$200.81 ,Primary,No,$63.75 ,10.41%,10.19%,"957,173",3.29,30.27,30.93,"5,186,377",5.42,17.36%,1.16,"$2,008.63 ","$2,183.34 ",$85.00 ,31%,$64.95 ,$64.84 ,,-0.17%,,,,-1.85%,-1.68%,7/31/2015,$64.77 ,Unknown,$64.59 ,"126,728",4.02%,$64.59 ,1.32%,-0.28%,,$63.69 ,-0.09%, YES ,$63.90 ,0.24%,-1.34%,-1.07%,,"2,076,573",65.92%,"2,087,097.00",66.30%
CARA US Equity,UQ Equity,CARA UQ Equity,CARA THERAPEUTIC,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,7/27/2015,7/29/2015,7/28/2015,2,Drug Development,STIF,PJ,3,3.18,3.76,upsized,$59.18 ,$69.94 ,Primary,No,$18.60 ,24.45%,13.92%,"2,348,258",1.35,13.01,22.84,"964,671",0.41,7.42%,1.09,$451.71 ,$397.56 ,$27.00 ,37%,$19.78 ,$19.45 ,,-1.67%,,,,-5.97%,-4.37%,7/30/2015,$19.30 ,Unknown,$19.16 ,"218,746",5.82%,$19.10 ,2.69%,-1.04%,,$18.58 ,-0.11%, YES ,$19.50 ,4.84%,1.04%,2.09%,,"3,253,710",86.53%,"3,256,410.00",86.60%
ZGNX US Equity,UQ Equity,ZGNX UQ Equity,ZOGENIX INC,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,7/28/2015,7/29/2015,7/29/2015,1,Drug Development,LEER,STIF,2,3.8,4.75,upsized,$68.40 ,$85.50 ,Primary,No,$18.00 ,22.67%,19.82%,"259,026",14.67,16.76,19.17,"3,229,581",12.47,19.27%,1.56,$386.09 ,$290.07 ,$28.00 ,39%,$20.14 ,$19.16 ,,-4.87%,,,,-10.63%,-6.05%,7/30/2015,$18.49 ,Unknown,$19.15 ,"206,644",4.35%,$19.47 ,8.17%,5.30%,,$18.57 ,3.17%, NO ,$19.31 ,7.28%,4.43%,-0.82%,,"2,405,299",50.64%,"2,407,099.00",50.70%
GWB US Equity,UN Equity,GWB UUN Equity,GREAT WESTERN BA,Financial,Banks,Sec,pre,7/27/2015,7/27/2015,7/27/2015,1,Selling SHs,BAML,JPM DB  ,5,12.73,12.56,downsized,$299.16 ,$295.16 ,Secondary,No,$23.50 ,30.80%,22.17%,"332,207",38.32,41.33,57.89,"1,216,888",3.66,2.94%,1.03,"$1,400.27 ", #N/A N/A ,$27.50 ,14%,$24.19 ,$23.40 ,,-3.27%,,,,-2.85%,0.43%,7/28/2015,$24.00 ,Unknown,$23.69 ,"836,628",6.66%,$24.15 ,2.77%,0.62%,,$23.90 ,1.70%, NO ,$24.88 ,5.87%,3.67%,3.02%,,"6,526,514",51.96%,"6,561,915.00",52.20%
EXEL US Equity,UW Equity,EXEL UW Equity,EXELIXIS INC,"Consumer, Non-cyclical",Biotechnology,Sec,post,7/21/2015,7/23/2015,7/22/2015,2,Drug Development,COWN,WBLR STIF,0,20,25,upsized,$108.00 ,$135.00 ,Primary,No,$5.40 ,10.41%,10.20%,"4,493,564",4.45,192.13,196.03,"48,828,285",10.87,25.41%,1.71,"$1,185.96 ","$1,447.26 ",$5.89 ,-3%,$6.05 ,$5.67 ,,-6.28%,,,,-10.74%,-4.76%,7/24/2015,$5.88 ,Unknown,$6.06 ,"2,831,775",11.33%,$5.75 ,6.48%,-2.21%,,$5.44 ,0.74%, NO ,$5.59 ,3.52%,-4.93%,-2.78%,,"19,331,929",77.33%,"19,410,815.00",77.60%
FPI US Equity,UN Equity,FPI UUN Equity,FARMLAND PARTNER,Financial,Real Estate,Sec,post,7/14/2015,7/15/2015,7/15/2015,1,Acq,BARD,STIF NOM WUND,3,3,3,no change,$33.00 ,$33.00 ,Primary,No,$11.00 ,39.92%,38.48%,"293,606",10.22,7.52,7.8,"61,329",0.21,0.82%,0.19,$96.43 ,$279.55 ,$13.13 ,6%,$12.37 ,$12.13 ,,-1.94%,,,,-11.08%,-9.32%,7/16/2015,$11.20 ,Unknown,$11.52 ,"115,206",3.84%,$10.80 ,-1.82%,-3.57%,,$10.65 ,-3.18%, YES ,$11.05 ,0.45%,-1.34%,2.31%,,"1,146,630",38.22%,"1,146,930.00",38.20%
ESES US Equity,#N/A Real Time Equity,ESES #N/A Real Time Equity,ECO-STIM ENERGY,Energy,Oil&Gas Services,Sec,post,6/17/2015,7/9/2015,6/18/2015,22,,FBR,ROTH ,1,5.5,5.5,no change,$30.00 ,$26.13 ,Primary,No,$4.75 ,135.10%,81.01%,"697,860",7.88,4.07,6.79,"8,301",0.01,0.20%,6.71,$46.03 ,$66.95 ,$2.38 ,-65%,$6.78 ,$6.78 ,,0.00%,,,,-29.94%,-29.94%,7/10/2015,$6.20 ,Unknown,$23.47 ,"6,800",0.12%,$4.50 ,-5.26%,-27.42%,,$4.40 ,-7.37%, YES ,$4.78 ,0.63%,-22.90%,6.22%,,"270,836",4.92%,"271,156.00",4.90%
CLVS US Equity,UW Equity,CLVS UW Equity,CLOVIS ONCOLOGY,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,7/7/2015,7/8/2015,7/8/2015,1,Drug Development,JPM,CS,2,3.53,3.53,no change,$275.00 ,$275.34 ,Primary,No,$78.00 ,13.18%,10.36%,"1,927,430",1.83,26.79,37.59,"5,020,731",2.6,18.74%,1.47,"$2,921.39 ","$2,880.63 ",$109.00 ,27%,$85.76 ,$82.18 ,,-4.17%,,,,-9.05%,-5.09%,7/9/2015,$79.03 ,Unknown,$80.63 ,"235,664",6.68%,$78.96 ,1.23%,-0.09%,,$77.00 ,-1.28%, YES ,$78.20 ,0.26%,-1.05%,-0.96%,,"2,841,528",80.50%,"2,859,752.00",81.00%
PLAY US Equity,UW Equity,PLAY UW Equity,DAVE & BUSTER'S,"Consumer, Cyclical",Retail,Sec,post,5/26/2015,5/27/2015,5/27/2015,1,Selling SHs,JEFF,PJ WBLR STIF RH ,1,8.5,8.5,no change,$267.75 ,$267.75 ,Secondary,Yes,$31.50 ,58.97%,21.11%,"805,861",10.55,14.41,40.27,"408,757",0.51,2.84%,0.73,"$1,345.80 ","$1,632.84 ",$37.50 ,12%,$33.42 ,$33.81 ,,1.17%,,,,-5.75%,-6.83%,5/28/2015,$32.13 ,Unknown,$32.34 ,"486,354",5.72%,$31.99 ,1.56%,-0.44%,,$31.45 ,-0.16%, YES ,$31.61 ,0.35%,-1.62%,-1.19%,,"4,218,814",49.63%,"4,243,665.00",49.90%
HSTM US Equity,UW Equity,HSTM UW Equity,HEALTHSTREAM INC,Communications,Internet,Sec,post,5/18/2015,5/21/2015,5/19/2015,3,,WBLR,RJ,3,3.37,3.37,no change,$90.01 ,$90.15 ,Primary,No,$26.75 ,15.38%,12.13%,"111,626",30.19,21.92,27.79,"984,755",8.82,4.49%,1.42,$779.69 ,$720.56 ,$33.50 ,19%,$28.06 ,$27.82 ,,-0.86%,,,,-4.67%,-3.85%,5/22/2015,$27.34 ,Unknown,$27.63 ,"149,362",4.43%,$27.93 ,4.41%,2.16%,,$26.82 ,0.26%, YES ,$27.72 ,3.63%,1.39%,-0.75%,,"1,550,582",46.01%,"1,600,243.00",47.50%
DRNA US Equity,UW Equity,DRNA UW Equity,DICERNA PHARMACE,"Consumer, Non-cyclical",Biotechnology,Sec,post,5/18/2015,5/20/2015,5/19/2015,2,Drug Development,JEFF,LEER COWN,1,2.75,2.75,no change,$48.81 ,$48.81 ,Primary,No,$17.75 ,27.47%,15.43%,"153,236",17.95,10.01,17.83,"891,277",5.82,8.90%,2.56,$361.35 ,$245.51 ,$34.50 ,70%,$20.27 ,$19.74 ,,-2.61%,,,,-12.43%,-10.08%,5/21/2015,$18.69 ,Unknown,$19.00 ,"246,033",8.95%,$17.70 ,-0.28%,-5.30%,,$15.86 ,-10.65%, YES ,$16.31 ,-8.11%,-12.73%,-7.85%,,"1,788,132",65.02%,"1,792,289.00",65.20%
FATE US Equity,UQ Equity,FATE UQ Equity,FATE THERAPEUTIC,"Consumer, Non-cyclical",Biotechnology,Sec,post,5/18/2015,5/20/2015,5/19/2015,2,Drug Development,LEER,BMO,2,6,6,no change,$30.00 ,$30.00 ,Primary,No,$5.00 ,53.08%,29.01%,"341,502",17.57,11.3,20.68,"155,458",0.46,1.38%,0.07,$140.85 ,$104.32 ,$14.00 ,106%,$6.81 ,$6.50 ,,-4.55%,,,,-26.58%,-23.08%,5/21/2015,$6.14 ,Unknown,$6.38 ,"75,886",1.26%,$6.19 ,23.80%,0.81%,,$5.60 ,12.00%, YES ,$5.90 ,18.00%,-3.91%,-4.68%,,"665,196",11.09%,"665,296.00",11.10%
MBUU US Equity,UQ Equity,MBUU UQ Equity,MALIBU BOATS-A,"Consumer, Cyclical",Leisure Time,Sec,pre,5/18/2015,5/20/2015,5/18/2015,3,Selling SHs,RJ,WFC STRH,1,3.48,3.48,no change,$69.50 ,$69.60 ,Secondary,Yes,$20.00 ,25.24%,23.48%,"139,041",25.03,13.79,14.89,"584,220",4.2,4.23%,0.61,$307.80 ,$323.57 ,$27.00 ,31%,$20.67 ,$19.76 ,,-4.40%,,,,-3.24%,1.21%,5/21/2015,$20.62 ,Unknown,$20.54 ,"124,691",3.58%,$21.20 ,6.00%,2.81%,,$20.45 ,2.25%, YES ,$20.56 ,2.80%,-0.29%,-3.02%,,"1,763,587",50.68%,"1,765,473.00",50.70%
NPTN US Equity,UN Equity,NPTN UN Equity,NEOPHOTONICS COR,Communications,Telecommunications,Sec,post,5/13/2015,5/20/2015,5/14/2015,7,,NEED,,2,5,5.97,upsized,$36.25 ,$43.28 ,Primary,No,$7.25 ,24.35%,15.20%,"1,572,441",3.18,20.53,32.9,"958,727",0.61,4.70%,1.67,$216.81 ,$246.58 ,$7.00 ,6%,$6.59 ,$6.40 ,,-2.88%,,,,10.02%,13.28%,5/21/2015,$7.62 ,Unknown,$7.41 ,"7,700",0.13%,$7.67 ,5.79%,0.66%,,$7.25 ,0.00%, YES ,$7.25 ,0.00%,-4.86%,-5.48%,,"1,755,591",29.41%,"1,837,092.00",30.80%
LMRK US Equity,UQ Equity,LMRK UQ Equity,LANDMARK INFRAST,Communications,Telecommunications,Sec,post,5/8/2015,5/14/2015,5/9/2015,6,,RJ,BARD RBC  ,2,2.5,3,upsized,$41.88 ,$50.25 ,Primary,No,$16.75 ,93.74%,31.89%,"67,352",37.12,2.67,4.7,"9,569",0.14,0.36%,0,$140.00 ,$228.03 ,$22.00 ,23%,$17.86 ,$17.71 ,,-0.84%,,,,-6.22%,-5.42%,5/15/2015,$16.75 ,Unknown,$17.11 ,"61,632",2.05%,$16.10 ,-3.88%,-3.88%,,$16.07 ,-4.06%, YES ,$16.31 ,-2.63%,-2.63%,1.30%,,"940,491",31.35%,"940,869.00",31.40%
USAK US Equity,UW Equity,USAK UW Equity,USA TRUCK INC,Industrial,Transportation,Sec,pre,5/8/2015,5/14/2015,5/8/2015,7,Selling SHs,STEP,,1,1.74,1.74,no change,$34.78 ,$34.80 ,Secondary,Yes,$20.00 ,26.61%,16.47%,"90,448",19.24,6.54,10.64,"488,919",5.41,7.49%,1.06,$270.03 ,$341.44 ,$17.00 ,-33%,$25.41 ,$25.09 ,,-1.26%,,,,-21.29%,-20.29%,5/15/2015,$22.21 ,Unknown,$23.65 ,"66,822",3.84%,$21.50 ,7.50%,-3.20%,,$21.50 ,7.50%, YES ,$23.24 ,16.20%,4.64%,8.09%,,"1,243,691",71.48%,"1,244,622.00",71.50%
PDVW US Equity,#N/A Real Time Equity,PDVW #N/A Real Time Equity,PDVWIRELESS INC,Communications,Telecommunications,Sec,post,5/5/2015,5/12/2015,5/6/2015,7,,FBR,WBLR CORD,0,1.6,1.5,downsized,$64.00 ,$60.00 ,Primary,No,$40.00 ,13.68%,12.77%,"22,353",71.58,11.7,12.53,"48,719",2.18,0.42%,0.79,$626.52 ,$399.52 ,$77.00 ,54%,$50.00 ,$50.22 ,,0.44%,,,,-20.00%,-20.35%,5/13/2015,$41.45 ,Unknown,#N/A N/A,"65,972",4.40%,$41.32 ,3.30%,-0.31%,,$40.92 ,2.30%, YES ,$44.11 ,10.28%,6.42%,6.75%,,"401,967",26.80%,"404,258.00",27.00%
HMTV US Equity,UQ Equity,HMTV UQ Equity,HEMISPHERE MEDIA,Communications,Media,Sec,post,5/4/2015,5/7/2015,5/5/2015,3,Selling SHs,RBC,STIF GUGG,1,3.2,3.2,no change,$38.35 ,$38.40 ,Secondary,Yes,$12.00 ,35.04%,7.09%,"41,805",76.55,9.13,15.09,"840,372",20.1,9.20%,0.78,$582.03 ,$646.61 ,$18.50 ,43%,$12.90 ,$12.51 ,,-3.02%,,,,-6.98%,-4.08%,5/8/2015,$12.69 ,Unknown,$12.94 ,"185,971",5.81%,$12.15 ,1.25%,-4.26%,,$11.69 ,-2.58%, YES ,$12.10 ,0.83%,-4.65%,-0.41%,,"1,233,166",38.54%,"1,233,505.00",38.50%
QCRH US Equity,UQ Equity,QCRH UQ Equity,QCR HOLDINGS INC,Financial,Banks,Sec,pre,5/4/2015,5/7/2015,5/4/2015,4,,KBW,RJ,2,2.8,3.2,upsized,$51.10 ,$58.40 ,Primary,No,$18.25 ,40.74%,36.52%,"41,219",67.93,6.87,8,"5,022",0.12,0.07%,0.17,$149.96 , #N/A N/A ,$21.00 ,12%,$18.77 ,$18.48 ,,-1.55%,,,,-2.77%,-1.24%,5/8/2015,$19.04 ,Unknown,$17.99 ,"4,750",0.15%,$19.25 ,5.48%,1.10%,,$19.25 ,5.48%, YES ,$20.08 ,10.03%,5.46%,4.31%,,"351,612",10.99%,"351,612.00",11.00%
ATRS US Equity,UR Equity,ATRS UR Equity,ANTARES PHARMA,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,5/4/2015,5/5/2015,5/5/2015,1,Drug Development,PJ,,2,20,20,no change,$40.00 ,$40.00 ,Primary,No,$2.00 ,16.70%,15.18%,"1,341,000",14.91,119.75,131.75,"7,886,364",5.88,6.59%,1.1,$314.89 ,$276.48 ,$6.00 ,151%,$2.39 ,$2.40 ,,0.42%,,,,-16.32%,-16.67%,5/6/2015,$2.30 ,Unknown,$2.29 ,"283,286",1.42%,$2.15 ,7.50%,-6.52%,,$2.05 ,2.50%, YES ,$2.14 ,7.00%,-6.96%,-0.47%,,"4,832,588",24.16%,"4,834,195.00",24.20%
HQY US Equity,UW Equity,HQY UUW Equity,HEALTHEQUITY INC,"Consumer, Non-cyclical",Commercial Services,Sec,pre,5/4/2015,5/5/2015,5/4/2015,2,,WFC,RJ STRH BARD,0,3.6,3.85,upsized,$96.30 ,$99.72 ,Both,Yes,$25.90 ,14.18%,6.63%,"538,512",6.69,25.38,55.07,"670,976",1.25,2.64%,0.22,"$1,452.08 ","$1,311.29 ",$29.50 ,12%,$26.37 ,$25.98 ,,-1.48%,,,,-1.78%,-0.31%,5/6/2015,$25.90 ,Unknown,$25.79 ,"93,790",2.44%,$26.24 ,1.31%,1.31%,,$25.91 ,0.04%, YES ,$26.85 ,3.67%,3.67%,2.32%,,"1,645,465",42.74%,"1,646,265.00",42.80%
PRTK US Equity,UQ Equity,PRTK UQ Equity,PARATEK PHARMACE,"Consumer, Non-cyclical",Pharmaceuticals,Sec,post,4/27/2015,4/29/2015,4/28/2015,2,Drug Development,LEER,GUGG,2,2.45,2.86,upsized,$60.00 ,$70.07 ,Primary,No,$24.50 ,20.68%,16.92%,"822,678",2.98,11.84,14.47,"88,553",0.11,0.76%,0.37,$390.90 ,$270.89 ,$45.00 ,67%,$27.01 ,$26.75 ,,-0.96%,,,,-9.29%,-8.41%,4/30/2015,$25.11 ,Unknown,$26.31 ,"100,530",3.52%,$24.75 ,1.02%,-1.43%,,$23.50 ,-4.08%, YES ,$24.33 ,-0.69%,-3.11%,-1.70%,,"1,102,528",38.55%,"1,102,928.00",38.60%
PFNX US Equity,UA Equity,PFNX UA Equity,PFENEX INC,"Consumer, Non-cyclical",Biotechnology,Sec,post,4/15/2015,4/23/2015,4/16/2015,6,Drug Development,BARC,WBLR EVER,0,5,6,upsized,$77.50 ,$93.00 ,Both,No,$15.50 ,48.30%,24.36%,"102,828",48.62,10.35,23.02,"184,421",1.79,1.78%,0.37,$346.22 ,$275.46 ,$16.50 ,-2%,$16.87 ,$16.51 ,,-2.13%,,,,-8.12%,-6.12%,4/24/2015,$16.00 ,Unknown,$15.61 ,"10,058",0.17%,$16.45 ,6.13%,2.81%,,$15.58 ,0.52%, NO ,$15.80 ,1.94%,-1.25%,-3.95%,,"747,004",12.45%,"748,049.00",12.50%
TIS US Equity,#N/A Real Time Equity,TIS U#N/A Real Time Equity,ORCHIDS PAPER PR,Basic Materials,Forest Products&Paper,Sec,pre,4/20/2015,4/23/2015,4/20/2015,4,GCP,JEFF,,2,1.5,1.5,no change,$34.50 ,$34.50 ,Primary,No,$23.00 ,23.22%,17.84%,"196,545",7.63,6.46,8.76,"288,350",1.47,4.46%,0.8,$219.51 ,$252.12 ,$32.00 ,28%,$25.06 ,$24.90 ,,-0.64%,,,,-8.22%,-7.63%,4/24/2015,$23.59 ,Unknown,#N/A N/A,"74,465",4.96%,$23.00 ,0.00%,-2.50%,,$22.04 ,-4.17%, YES ,$22.16 ,-3.65%,-6.06%,-3.65%,,"1,210,643",80.71%,"1,220,315.00",81.40%
